Depto	Partido	Circuito	Mesa	Votos
San Nicolás	CELESTE Y BLANCA U	0905	304	144
San Nicolás	CAMBIANDO JUNTOS	0905	305	63
San Nicolás	CELESTE Y BLANCA U	0905	305	102
San Nicolás	CAMBIANDO JUNTOS	0905	306	59
San Nicolás	CELESTE Y BLANCA U	0905	306	125
San Nicolás	CAMBIANDO JUNTOS	0905	307	49
San Nicolás	CELESTE Y BLANCA U	0905	307	136
San Nicolás	CAMBIANDO JUNTOS	0905	308	0
San Nicolás	CELESTE Y BLANCA U	0905	308	0
San Nicolás	CAMBIANDO JUNTOS	0905	309	33
San Nicolás	CELESTE Y BLANCA U	0905	309	157
San Nicolás	CAMBIANDO JUNTOS	0905	310	39
San Nicolás	CELESTE Y BLANCA U	0905	310	138
San Nicolás	CAMBIANDO JUNTOS	0905	311	51
San Nicolás	CELESTE Y BLANCA U	0905	311	125
San Nicolás	CAMBIANDO JUNTOS	0905	312	55
San Nicolás	CELESTE Y BLANCA U	0905	312	117
San Nicolás	CAMBIANDO JUNTOS	0905	313	49
San Nicolás	CELESTE Y BLANCA U	0905	313	127
San Nicolás	CAMBIANDO JUNTOS	0905	314	42
San Nicolás	CELESTE Y BLANCA U	0905	314	147
San Nicolás	CAMBIANDO JUNTOS	0905	315	97
San Nicolás	CELESTE Y BLANCA U	0905	315	131
San Nicolás	CAMBIANDO JUNTOS	0905	316	67
San Nicolás	CELESTE Y BLANCA U	0905	316	131
San Nicolás	CAMBIANDO JUNTOS	0905	317	50
San Nicolás	CELESTE Y BLANCA U	0905	317	149
San Nicolás	CAMBIANDO JUNTOS	0905	318	43
San Nicolás	CELESTE Y BLANCA U	0905	318	128
San Nicolás	CAMBIANDO JUNTOS	0905	319	44
San Nicolás	CELESTE Y BLANCA U	0905	319	91
San Nicolás	CAMBIANDO JUNTOS	0906	320	94
San Nicolás	CELESTE Y BLANCA U	0906	320	91
San Nicolás	CAMBIANDO JUNTOS	0906	321	130
San Nicolás	CELESTE Y BLANCA U	0906	321	74
San Nicolás	CAMBIANDO JUNTOS	0906	322	118
San Nicolás	CELESTE Y BLANCA U	0906	322	100
San Nicolás	CAMBIANDO JUNTOS	0906	323	131
San Nicolás	CELESTE Y BLANCA U	0906	323	88
San Nicolás	CAMBIANDO JUNTOS	0906	324	83
San Nicolás	CELESTE Y BLANCA U	0906	324	98
San Nicolás	CAMBIANDO JUNTOS	0906	325	136
San Nicolás	CELESTE Y BLANCA U	0906	325	109
San Nicolás	CAMBIANDO JUNTOS	0906	326	50
San Nicolás	CELESTE Y BLANCA U	0906	326	50
San Nicolás	CAMBIANDO JUNTOS	0906	327	63
San Nicolás	CELESTE Y BLANCA U	0906	327	52
San Nicolás	CAMBIANDO JUNTOS	0907	328	77
San Nicolás	CELESTE Y BLANCA U	0907	328	102
San Nicolás	CAMBIANDO JUNTOS	0907	329	57
San Nicolás	CELESTE Y BLANCA U	0907	329	115
San Nicolás	CAMBIANDO JUNTOS	0907	330	53
San Nicolás	CELESTE Y BLANCA U	0907	330	117
San Nicolás	CAMBIANDO JUNTOS	0907	331	47
San Nicolás	CELESTE Y BLANCA U	0907	331	84
San Nicolás	CAMBIANDO JUNTOS	0908	332	90
San Nicolás	CELESTE Y BLANCA U	0908	332	94
San Nicolás	CAMBIANDO JUNTOS	0908	333	88
San Nicolás	CELESTE Y BLANCA U	0908	333	0
San Nicolás	CAMBIANDO JUNTOS	0908	334	89
San Nicolás	CELESTE Y BLANCA U	0908	334	82
San Nicolás	CAMBIANDO JUNTOS	0908	335	43
San Nicolás	CELESTE Y BLANCA U	0908	335	61
San Nicolás	CAMBIANDO JUNTOS	0909	336	135
San Nicolás	CELESTE Y BLANCA U	0909	336	29
San Nicolás	CAMBIANDO JUNTOS	0909	337	43
San Nicolás	CELESTE Y BLANCA U	0909	337	18
San Nicolás	CAMBIANDO JUNTOS	0910	338	147
San Nicolás	CELESTE Y BLANCA U	0910	338	32
San Nicolás	CAMBIANDO JUNTOS	0910	339	128
San Nicolás	CELESTE Y BLANCA U	0910	339	50
San Nicolás	CAMBIANDO JUNTOS	0910	340	126
San Nicolás	CELESTE Y BLANCA U	0910	340	41
San Nicolás	CAMBIANDO JUNTOS	0910	341	137
San Nicolás	CELESTE Y BLANCA U	0910	341	40
San Nicolás	CAMBIANDO JUNTOS	0910	342	115
San Nicolás	CELESTE Y BLANCA U	0910	342	60
San Nicolás	CAMBIANDO JUNTOS	0910	343	60
San Nicolás	CELESTE Y BLANCA U	0910	343	26
San Nicolás	CAMBIANDO JUNTOS	0911	344	64
San Nicolás	CELESTE Y BLANCA U	0911	344	120
San Nicolás	CAMBIANDO JUNTOS	0911	345	85
San Nicolás	CELESTE Y BLANCA U	0911	345	96
San Nicolás	CAMBIANDO JUNTOS	0911	346	110
San Nicolás	CELESTE Y BLANCA U	0911	346	80
San Nicolás	CAMBIANDO JUNTOS	0911	347	119
San Nicolás	CELESTE Y BLANCA U	0911	347	67
San Nicolás	CAMBIANDO JUNTOS	0911	348	89
San Nicolás	CELESTE Y BLANCA U	0911	348	91
San Nicolás	CAMBIANDO JUNTOS	0911	349	80
San Nicolás	CELESTE Y BLANCA U	0911	349	85
San Nicolás	CAMBIANDO JUNTOS	0911	350	81
San Nicolás	CELESTE Y BLANCA U	0911	350	96
San Nicolás	CAMBIANDO JUNTOS	0911	351	79
San Nicolás	CELESTE Y BLANCA U	0911	351	99
San Nicolás	CAMBIANDO JUNTOS	0911	352	101
San Nicolás	CELESTE Y BLANCA U	0911	352	100
San Nicolás	CAMBIANDO JUNTOS	0911	353	91
San Nicolás	CELESTE Y BLANCA U	0911	353	80
San Nicolás	CAMBIANDO JUNTOS	0911	354	96
San Nicolás	CELESTE Y BLANCA U	0911	354	103
San Nicolás	CAMBIANDO JUNTOS	0911	355	80
San Nicolás	CELESTE Y BLANCA U	0911	355	84
San Nicolás	CAMBIANDO JUNTOS	0911	356	112
San Nicolás	CELESTE Y BLANCA U	0911	356	68
San Nicolás	CAMBIANDO JUNTOS	0911	357	50
San Nicolás	CELESTE Y BLANCA U	0911	357	58
San Nicolás	CAMBIANDO JUNTOS	0911	358	39
San Nicolás	CELESTE Y BLANCA U	0911	358	61
San Pedro	CAMBIANDO JUNTOS	0913	1	110
San Pedro	CELESTE Y BLANCA U	0913	1	53
San Pedro	CAMBIANDO JUNTOS	0913	2	115
San Pedro	CELESTE Y BLANCA U	0913	2	66
San Pedro	CAMBIANDO JUNTOS	0913	3	107
San Pedro	CELESTE Y BLANCA U	0913	3	73
San Pedro	CAMBIANDO JUNTOS	0913	4	135
San Pedro	CELESTE Y BLANCA U	0913	4	57
San Pedro	CAMBIANDO JUNTOS	0913	5	0
San Pedro	CELESTE Y BLANCA U	0913	5	0
San Pedro	CAMBIANDO JUNTOS	0913	6	100
San Pedro	CELESTE Y BLANCA U	0913	6	58
San Pedro	CAMBIANDO JUNTOS	0913	7	131
San Pedro	CELESTE Y BLANCA U	0913	7	65
San Pedro	CAMBIANDO JUNTOS	0913	8	135
San Pedro	CELESTE Y BLANCA U	0913	8	59
San Pedro	CAMBIANDO JUNTOS	0913	9	146
San Pedro	CELESTE Y BLANCA U	0913	9	79
San Pedro	CAMBIANDO JUNTOS	0913	10	100
San Pedro	CELESTE Y BLANCA U	0913	10	74
San Pedro	CAMBIANDO JUNTOS	0913	11	114
San Pedro	CELESTE Y BLANCA U	0913	11	57
San Pedro	CAMBIANDO JUNTOS	0913	12	104
San Pedro	CELESTE Y BLANCA U	0913	12	57
San Pedro	CAMBIANDO JUNTOS	0913	13	123
San Pedro	CELESTE Y BLANCA U	0913	13	52
San Pedro	CAMBIANDO JUNTOS	0913	14	155
San Pedro	CELESTE Y BLANCA U	0913	14	63
San Pedro	CAMBIANDO JUNTOS	0913	15	117
San Pedro	CELESTE Y BLANCA U	0913	15	67
San Pedro	CAMBIANDO JUNTOS	0913	16	130
San Pedro	CELESTE Y BLANCA U	0913	16	47
San Pedro	CAMBIANDO JUNTOS	0913	17	122
San Pedro	CELESTE Y BLANCA U	0913	17	67
San Pedro	CAMBIANDO JUNTOS	0913	18	96
San Pedro	CELESTE Y BLANCA U	0913	18	73
San Pedro	CAMBIANDO JUNTOS	0913	19	88
San Pedro	CELESTE Y BLANCA U	0913	19	81
San Pedro	CAMBIANDO JUNTOS	0913	20	120
San Pedro	CELESTE Y BLANCA U	0913	20	69
San Pedro	CAMBIANDO JUNTOS	0913	21	100
San Pedro	CELESTE Y BLANCA U	0913	21	82
San Pedro	CAMBIANDO JUNTOS	0913	22	129
San Pedro	CELESTE Y BLANCA U	0913	22	57
San Pedro	CAMBIANDO JUNTOS	0913	23	120
San Pedro	CELESTE Y BLANCA U	0913	23	51
San Pedro	CAMBIANDO JUNTOS	0913	24	114
San Pedro	CELESTE Y BLANCA U	0913	24	65
San Pedro	CAMBIANDO JUNTOS	0913	25	122
San Pedro	CELESTE Y BLANCA U	0913	25	69
San Pedro	CAMBIANDO JUNTOS	0913	26	131
San Pedro	CELESTE Y BLANCA U	0913	26	73
San Pedro	CAMBIANDO JUNTOS	0913	27	139
San Pedro	CELESTE Y BLANCA U	0913	27	51
San Pedro	CAMBIANDO JUNTOS	0913	28	115
San Pedro	CELESTE Y BLANCA U	0913	28	65
San Pedro	CAMBIANDO JUNTOS	0913	29	116
San Pedro	CELESTE Y BLANCA U	0913	29	64
San Pedro	CAMBIANDO JUNTOS	0913	30	127
San Pedro	CELESTE Y BLANCA U	0913	30	49
San Pedro	CAMBIANDO JUNTOS	0913	31	96
San Pedro	CELESTE Y BLANCA U	0913	31	79
San Pedro	CAMBIANDO JUNTOS	0913	32	111
San Pedro	CELESTE Y BLANCA U	0913	32	70
San Pedro	CAMBIANDO JUNTOS	0913	33	150
San Pedro	CELESTE Y BLANCA U	0913	33	50
San Pedro	CAMBIANDO JUNTOS	0913	34	119
San Pedro	CELESTE Y BLANCA U	0913	34	49
San Pedro	CAMBIANDO JUNTOS	0913	35	143
San Pedro	CELESTE Y BLANCA U	0913	35	39
San Pedro	CAMBIANDO JUNTOS	0913	36	129
San Pedro	CELESTE Y BLANCA U	0913	36	71
San Pedro	CAMBIANDO JUNTOS	0913	37	116
San Pedro	CELESTE Y BLANCA U	0913	37	66
San Pedro	CAMBIANDO JUNTOS	0913	38	137
San Pedro	CELESTE Y BLANCA U	0913	38	62
San Pedro	CAMBIANDO JUNTOS	0913	39	106
San Pedro	CELESTE Y BLANCA U	0913	39	94
San Pedro	CAMBIANDO JUNTOS	0913	40	115
San Pedro	CELESTE Y BLANCA U	0913	40	64
San Pedro	CAMBIANDO JUNTOS	0913	41	108
San Pedro	CELESTE Y BLANCA U	0913	41	76
San Pedro	CAMBIANDO JUNTOS	0913	42	115
San Pedro	CELESTE Y BLANCA U	0913	42	60
San Pedro	CAMBIANDO JUNTOS	0913	43	130
San Pedro	CELESTE Y BLANCA U	0913	43	52
San Pedro	CAMBIANDO JUNTOS	0913	44	129
San Pedro	CELESTE Y BLANCA U	0913	44	53
San Pedro	CAMBIANDO JUNTOS	0913	45	126
San Pedro	CELESTE Y BLANCA U	0913	45	71
San Pedro	CAMBIANDO JUNTOS	0913	46	119
San Pedro	CELESTE Y BLANCA U	0913	46	62
San Pedro	CAMBIANDO JUNTOS	0913	47	147
San Pedro	CELESTE Y BLANCA U	0913	47	51
San Pedro	CAMBIANDO JUNTOS	0913	48	125
San Pedro	CELESTE Y BLANCA U	0913	48	61
San Pedro	CAMBIANDO JUNTOS	0913	49	101
San Pedro	CELESTE Y BLANCA U	0913	49	0
San Pedro	CAMBIANDO JUNTOS	0913	50	114
San Pedro	CELESTE Y BLANCA U	0913	50	59
San Pedro	CAMBIANDO JUNTOS	0913	51	87
San Pedro	CELESTE Y BLANCA U	0913	51	79
San Pedro	CAMBIANDO JUNTOS	0913	52	109
San Pedro	CELESTE Y BLANCA U	0913	52	63
San Pedro	CAMBIANDO JUNTOS	0913	53	150
San Pedro	CELESTE Y BLANCA U	0913	53	43
San Pedro	CAMBIANDO JUNTOS	0913	54	114
San Pedro	CELESTE Y BLANCA U	0913	54	59
San Pedro	CAMBIANDO JUNTOS	0913	55	90
San Pedro	CELESTE Y BLANCA U	0913	55	79
San Pedro	CAMBIANDO JUNTOS	0913	56	119
San Pedro	CELESTE Y BLANCA U	0913	56	59
San Pedro	CAMBIANDO JUNTOS	0913	57	125
San Pedro	CELESTE Y BLANCA U	0913	57	62
San Pedro	CAMBIANDO JUNTOS	0913	58	153
San Pedro	CELESTE Y BLANCA U	0913	58	41
San Pedro	CAMBIANDO JUNTOS	0913	59	104
San Pedro	CELESTE Y BLANCA U	0913	59	88
San Pedro	CAMBIANDO JUNTOS	0913	60	0
San Pedro	CELESTE Y BLANCA U	0913	60	0
San Pedro	CAMBIANDO JUNTOS	0913	61	124
San Pedro	CELESTE Y BLANCA U	0913	61	59
San Pedro	CAMBIANDO JUNTOS	0913	62	131
San Pedro	CELESTE Y BLANCA U	0913	62	65
San Pedro	CAMBIANDO JUNTOS	0913	63	116
San Pedro	CELESTE Y BLANCA U	0913	63	69
San Pedro	CAMBIANDO JUNTOS	0913	64	117
San Pedro	CELESTE Y BLANCA U	0913	64	66
San Pedro	CAMBIANDO JUNTOS	0913	65	121
San Pedro	CELESTE Y BLANCA U	0913	65	60
San Pedro	CAMBIANDO JUNTOS	0913	66	115
San Pedro	CELESTE Y BLANCA U	0913	66	65
San Pedro	CAMBIANDO JUNTOS	0913	67	86
San Pedro	CELESTE Y BLANCA U	0913	67	86
San Pedro	CAMBIANDO JUNTOS	0913	68	123
San Pedro	CELESTE Y BLANCA U	0913	68	74
San Pedro	CAMBIANDO JUNTOS	0913	69	132
San Pedro	CELESTE Y BLANCA U	0913	69	0
San Pedro	CAMBIANDO JUNTOS	0913	70	113
San Pedro	CELESTE Y BLANCA U	0913	70	57
San Pedro	CAMBIANDO JUNTOS	0913	71	106
San Pedro	CELESTE Y BLANCA U	0913	71	70
San Pedro	CAMBIANDO JUNTOS	0913	72	105
San Pedro	CELESTE Y BLANCA U	0913	72	68
San Pedro	CAMBIANDO JUNTOS	0913	73	114
San Pedro	CELESTE Y BLANCA U	0913	73	61
San Pedro	CAMBIANDO JUNTOS	0913	74	128
San Pedro	CELESTE Y BLANCA U	0913	74	62
San Pedro	CAMBIANDO JUNTOS	0913	75	129
San Pedro	CELESTE Y BLANCA U	0913	75	55
San Pedro	CAMBIANDO JUNTOS	0913	76	141
San Pedro	CELESTE Y BLANCA U	0913	76	54
San Pedro	CAMBIANDO JUNTOS	0913	77	110
San Pedro	CELESTE Y BLANCA U	0913	77	48
San Pedro	CAMBIANDO JUNTOS	0913	78	106
San Pedro	CELESTE Y BLANCA U	0913	78	63
San Pedro	CAMBIANDO JUNTOS	0913	79	104
San Pedro	CELESTE Y BLANCA U	0913	79	91
San Pedro	CAMBIANDO JUNTOS	0913	80	0
San Pedro	CELESTE Y BLANCA U	0913	80	0
San Pedro	CAMBIANDO JUNTOS	0913	81	124
San Pedro	CELESTE Y BLANCA U	0913	81	68
San Pedro	CAMBIANDO JUNTOS	0913	82	128
San Pedro	CELESTE Y BLANCA U	0913	82	0
San Pedro	CAMBIANDO JUNTOS	0913	83	142
San Pedro	CELESTE Y BLANCA U	0913	83	53
San Pedro	CAMBIANDO JUNTOS	0913	84	137
San Pedro	CELESTE Y BLANCA U	0913	84	52
San Pedro	CAMBIANDO JUNTOS	0913	85	117
San Pedro	CELESTE Y BLANCA U	0913	85	52
San Pedro	CAMBIANDO JUNTOS	0913	86	130
San Pedro	CELESTE Y BLANCA U	0913	86	42
San Pedro	CAMBIANDO JUNTOS	0913	87	123
San Pedro	CELESTE Y BLANCA U	0913	87	63
San Pedro	CAMBIANDO JUNTOS	0913	88	132
San Pedro	CELESTE Y BLANCA U	0913	88	52
San Pedro	CAMBIANDO JUNTOS	0913	89	135
San Pedro	CELESTE Y BLANCA U	0913	89	36
San Pedro	CAMBIANDO JUNTOS	0913	90	111
San Pedro	CELESTE Y BLANCA U	0913	90	59
San Pedro	CAMBIANDO JUNTOS	0913	91	143
San Pedro	CELESTE Y BLANCA U	0913	91	51
San Pedro	CAMBIANDO JUNTOS	0913	92	119
San Pedro	CELESTE Y BLANCA U	0913	92	59
San Pedro	CAMBIANDO JUNTOS	0913	93	138
San Pedro	CELESTE Y BLANCA U	0913	93	46
San Pedro	CAMBIANDO JUNTOS	0913	94	116
San Pedro	CELESTE Y BLANCA U	0913	94	59
San Pedro	CAMBIANDO JUNTOS	0913	95	122
San Pedro	CELESTE Y BLANCA U	0913	95	57
San Pedro	CAMBIANDO JUNTOS	0913	96	133
San Pedro	CELESTE Y BLANCA U	0913	96	54
San Pedro	CAMBIANDO JUNTOS	0913	97	103
San Pedro	CELESTE Y BLANCA U	0913	97	74
San Pedro	CAMBIANDO JUNTOS	0913	98	116
San Pedro	CELESTE Y BLANCA U	0913	98	68
San Pedro	CAMBIANDO JUNTOS	0913	99	48
San Pedro	CELESTE Y BLANCA U	0913	99	50
San Pedro	CAMBIANDO JUNTOS	0913	100	129
San Pedro	CELESTE Y BLANCA U	0913	100	59
San Pedro	CAMBIANDO JUNTOS	0913	101	11
San Pedro	CELESTE Y BLANCA U	0913	101	69
San Pedro	CAMBIANDO JUNTOS	0913	102	124
San Pedro	CELESTE Y BLANCA U	0913	102	56
San Pedro	CAMBIANDO JUNTOS	0913	103	138
San Pedro	CELESTE Y BLANCA U	0913	103	62
San Pedro	CAMBIANDO JUNTOS	0913	104	133
San Pedro	CELESTE Y BLANCA U	0913	104	52
San Pedro	CAMBIANDO JUNTOS	0913	105	124
San Pedro	CELESTE Y BLANCA U	0913	105	74
San Pedro	CAMBIANDO JUNTOS	0913	106	150
San Pedro	CELESTE Y BLANCA U	0913	106	38
San Pedro	CAMBIANDO JUNTOS	0913	107	127
San Pedro	CELESTE Y BLANCA U	0913	107	54
San Pedro	CAMBIANDO JUNTOS	0913	108	135
San Pedro	CELESTE Y BLANCA U	0913	108	66
San Pedro	CAMBIANDO JUNTOS	0913	109	118
San Pedro	CELESTE Y BLANCA U	0913	109	62
San Pedro	CAMBIANDO JUNTOS	0913	110	148
San Pedro	CELESTE Y BLANCA U	0913	110	54
San Pedro	CAMBIANDO JUNTOS	0913	111	101
San Pedro	CELESTE Y BLANCA U	0913	111	79
San Pedro	CAMBIANDO JUNTOS	0913	112	133
San Pedro	CELESTE Y BLANCA U	0913	112	48
San Pedro	CAMBIANDO JUNTOS	0913	113	113
San Pedro	CELESTE Y BLANCA U	0913	113	57
San Pedro	CAMBIANDO JUNTOS	0913	114	114
San Pedro	CELESTE Y BLANCA U	0913	114	67
San Pedro	CAMBIANDO JUNTOS	0913	115	138
San Pedro	CELESTE Y BLANCA U	0913	115	53
San Pedro	CAMBIANDO JUNTOS	0913	116	70
San Pedro	CELESTE Y BLANCA U	0913	116	25
San Pedro	CAMBIANDO JUNTOS	0914	117	72
San Pedro	CELESTE Y BLANCA U	0914	117	80
San Pedro	CAMBIANDO JUNTOS	0914	118	94
San Pedro	CELESTE Y BLANCA U	0914	118	88
San Pedro	CAMBIANDO JUNTOS	0914	119	90
San Pedro	CELESTE Y BLANCA U	0914	119	79
San Pedro	CAMBIANDO JUNTOS	0914	120	103
San Pedro	CELESTE Y BLANCA U	0914	120	79
San Pedro	CAMBIANDO JUNTOS	0914	121	93
San Pedro	CELESTE Y BLANCA U	0914	121	87
San Pedro	CAMBIANDO JUNTOS	0914	122	65
San Pedro	CELESTE Y BLANCA U	0914	122	57
San Pedro	CAMBIANDO JUNTOS	0915	123	99
San Pedro	CELESTE Y BLANCA U	0915	123	52
San Pedro	CAMBIANDO JUNTOS	0915	124	107
San Pedro	CELESTE Y BLANCA U	0915	124	66
San Pedro	CAMBIANDO JUNTOS	0915	125	96
San Pedro	CELESTE Y BLANCA U	0915	125	57
San Pedro	CAMBIANDO JUNTOS	0915	126	63
San Pedro	CELESTE Y BLANCA U	0915	126	35
San Pedro	CAMBIANDO JUNTOS	0916	127	24
San Pedro	CELESTE Y BLANCA U	0916	127	20
San Pedro	CAMBIANDO JUNTOS	0917	128	82
San Pedro	CELESTE Y BLANCA U	0917	128	92
San Pedro	CAMBIANDO JUNTOS	0917	129	86
San Pedro	CELESTE Y BLANCA U	0917	129	95
San Pedro	CAMBIANDO JUNTOS	0917	130	69
San Pedro	CELESTE Y BLANCA U	0917	130	92
San Pedro	CAMBIANDO JUNTOS	0917	131	84
San Pedro	CELESTE Y BLANCA U	0917	131	0
San Pedro	CAMBIANDO JUNTOS	0917	132	85
San Pedro	CELESTE Y BLANCA U	0917	132	105
San Pedro	CAMBIANDO JUNTOS	0917	133	91
San Pedro	CELESTE Y BLANCA U	0917	133	86
San Pedro	CAMBIANDO JUNTOS	0917	134	40
San Pedro	CELESTE Y BLANCA U	0917	134	54
San Pedro	CAMBIANDO JUNTOS	0917	135	45
San Pedro	CELESTE Y BLANCA U	0917	135	52
San Pedro	CAMBIANDO JUNTOS	0918	136	79
San Pedro	CELESTE Y BLANCA U	0918	136	38
San Pedro	CAMBIANDO JUNTOS	0919	137	22
San Pedro	CELESTE Y BLANCA U	0919	137	13
San Pedro	CAMBIANDO JUNTOS	0920	138	106
San Pedro	CELESTE Y BLANCA U	0920	138	78
San Pedro	CAMBIANDO JUNTOS	0920	139	106
San Pedro	CELESTE Y BLANCA U	0920	139	60
San Pedro	CAMBIANDO JUNTOS	0921	140	6
San Pedro	CELESTE Y BLANCA U	0921	140	0
San Pedro	CAMBIANDO JUNTOS	0922	141	99
San Pedro	CELESTE Y BLANCA U	0922	141	67
San Pedro	CAMBIANDO JUNTOS	0922	142	113
San Pedro	CELESTE Y BLANCA U	0922	142	73
San Pedro	CAMBIANDO JUNTOS	0922	143	118
San Pedro	CELESTE Y BLANCA U	0922	143	59
San Pedro	CAMBIANDO JUNTOS	0922	144	128
San Pedro	CELESTE Y BLANCA U	0922	144	69
San Pedro	CAMBIANDO JUNTOS	0922	145	105
San Pedro	CELESTE Y BLANCA U	0922	145	71
San Pedro	CAMBIANDO JUNTOS	0922	146	102
San Pedro	CELESTE Y BLANCA U	0922	146	62
San Pedro	CAMBIANDO JUNTOS	0922	147	50
San Pedro	CELESTE Y BLANCA U	0922	147	33
San Pedro	CAMBIANDO JUNTOS	0922A	148	1
San Pedro	CELESTE Y BLANCA U	0922A	148	1
San Vicente	CAMBIANDO JUNTOS	0924	1	70
San Vicente	CELESTE Y BLANCA U	0924	1	74
San Vicente	CAMBIANDO JUNTOS	0924	2	56
San Vicente	CELESTE Y BLANCA U	0924	2	99
San Vicente	CAMBIANDO JUNTOS	0924	3	87
San Vicente	CELESTE Y BLANCA U	0924	3	86
San Vicente	CAMBIANDO JUNTOS	0924	4	78
San Vicente	CELESTE Y BLANCA U	0924	4	80
San Vicente	CAMBIANDO JUNTOS	0924	5	83
San Vicente	CELESTE Y BLANCA U	0924	5	99
San Vicente	CAMBIANDO JUNTOS	0924	6	53
San Vicente	CELESTE Y BLANCA U	0924	6	100
San Vicente	CAMBIANDO JUNTOS	0924	7	101
San Vicente	CELESTE Y BLANCA U	0924	7	66
San Vicente	CAMBIANDO JUNTOS	0924	8	84
San Vicente	CELESTE Y BLANCA U	0924	8	78
San Vicente	CAMBIANDO JUNTOS	0924	9	76
San Vicente	CELESTE Y BLANCA U	0924	9	70
San Vicente	CAMBIANDO JUNTOS	0924	10	76
San Vicente	CELESTE Y BLANCA U	0924	10	81
San Vicente	CAMBIANDO JUNTOS	0924	11	61
San Vicente	CELESTE Y BLANCA U	0924	11	87
San Vicente	CAMBIANDO JUNTOS	0924	12	67
San Vicente	CELESTE Y BLANCA U	0924	12	70
San Vicente	CAMBIANDO JUNTOS	0924	13	70
San Vicente	CELESTE Y BLANCA U	0924	13	70
San Vicente	CAMBIANDO JUNTOS	0924	14	81
San Vicente	CELESTE Y BLANCA U	0924	14	93
San Vicente	CAMBIANDO JUNTOS	0924	15	79
San Vicente	CELESTE Y BLANCA U	0924	15	63
San Vicente	CAMBIANDO JUNTOS	0924	16	104
San Vicente	CELESTE Y BLANCA U	0924	16	76
San Vicente	CAMBIANDO JUNTOS	0924	17	103
San Vicente	CELESTE Y BLANCA U	0924	17	71
San Vicente	CAMBIANDO JUNTOS	0924	18	69
San Vicente	CELESTE Y BLANCA U	0924	18	86
San Vicente	CAMBIANDO JUNTOS	0924	19	59
San Vicente	CELESTE Y BLANCA U	0924	19	107
San Vicente	CAMBIANDO JUNTOS	0924	20	67
San Vicente	CELESTE Y BLANCA U	0924	20	86
San Vicente	CAMBIANDO JUNTOS	0924	21	111
San Vicente	CELESTE Y BLANCA U	0924	21	60
San Vicente	CAMBIANDO JUNTOS	0924	22	66
San Vicente	CELESTE Y BLANCA U	0924	22	89
San Vicente	CAMBIANDO JUNTOS	0924	23	68
San Vicente	CELESTE Y BLANCA U	0924	23	83
San Vicente	CAMBIANDO JUNTOS	0924	24	93
San Vicente	CELESTE Y BLANCA U	0924	24	79
San Vicente	CAMBIANDO JUNTOS	0924	25	77
San Vicente	CELESTE Y BLANCA U	0924	25	70
San Vicente	CAMBIANDO JUNTOS	0924	26	91
San Vicente	CELESTE Y BLANCA U	0924	26	77
San Vicente	CAMBIANDO JUNTOS	0924	27	93
San Vicente	CELESTE Y BLANCA U	0924	27	78
San Vicente	CAMBIANDO JUNTOS	0924	28	73
San Vicente	CELESTE Y BLANCA U	0924	28	88
San Vicente	CAMBIANDO JUNTOS	0924	29	70
San Vicente	CELESTE Y BLANCA U	0924	29	80
San Vicente	CAMBIANDO JUNTOS	0924	30	77
San Vicente	CELESTE Y BLANCA U	0924	30	79
San Vicente	CAMBIANDO JUNTOS	0924	31	66
San Vicente	CELESTE Y BLANCA U	0924	31	75
San Vicente	CAMBIANDO JUNTOS	0924	32	87
San Vicente	CELESTE Y BLANCA U	0924	32	57
San Vicente	CAMBIANDO JUNTOS	0924	33	105
San Vicente	CELESTE Y BLANCA U	0924	33	70
San Vicente	CAMBIANDO JUNTOS	0924	34	59
San Vicente	CELESTE Y BLANCA U	0924	34	94
San Vicente	CAMBIANDO JUNTOS	0924	35	84
San Vicente	CELESTE Y BLANCA U	0924	35	77
San Vicente	CAMBIANDO JUNTOS	0924	36	65
San Vicente	CELESTE Y BLANCA U	0924	36	74
San Vicente	CAMBIANDO JUNTOS	0924	37	88
San Vicente	CELESTE Y BLANCA U	0924	37	73
San Vicente	CAMBIANDO JUNTOS	0924	38	85
San Vicente	CELESTE Y BLANCA U	0924	38	77
San Vicente	CAMBIANDO JUNTOS	0924	39	83
San Vicente	CELESTE Y BLANCA U	0924	39	78
San Vicente	CAMBIANDO JUNTOS	0924	40	66
San Vicente	CELESTE Y BLANCA U	0924	40	87
San Vicente	CAMBIANDO JUNTOS	0924	41	56
San Vicente	CELESTE Y BLANCA U	0924	41	76
San Vicente	CAMBIANDO JUNTOS	0924	42	79
San Vicente	CELESTE Y BLANCA U	0924	42	77
San Vicente	CAMBIANDO JUNTOS	0924	43	67
San Vicente	CELESTE Y BLANCA U	0924	43	87
San Vicente	CAMBIANDO JUNTOS	0924	44	70
San Vicente	CELESTE Y BLANCA U	0924	44	78
San Vicente	CAMBIANDO JUNTOS	0924	45	72
San Vicente	CELESTE Y BLANCA U	0924	45	83
San Vicente	CAMBIANDO JUNTOS	0924	46	86
San Vicente	CELESTE Y BLANCA U	0924	46	90
San Vicente	CAMBIANDO JUNTOS	0924	47	81
San Vicente	CELESTE Y BLANCA U	0924	47	88
San Vicente	CAMBIANDO JUNTOS	0924	48	100
San Vicente	CELESTE Y BLANCA U	0924	48	72
San Vicente	CAMBIANDO JUNTOS	0924	49	107
San Vicente	CELESTE Y BLANCA U	0924	49	63
San Vicente	CAMBIANDO JUNTOS	0924	50	89
