fecha	carrera
21-08-1996	Ingeniería Mecánica
01-12-1990	Ingeniería Mecánica
13-07-1992	Ingeniería Industrial
29-09-1987	Licenciatura en Análisis de Sistemas
14-07-1993	Ingeniería Industrial
01-04-1967	Ingeniería Metalúrgica
30-08-2011	Ingeniería en Informática
23-04-2015	Ingeniería Industrial
01-04-1970	Ingeniería Industrial
14-08-2014	Ingeniería Mecánica
23-07-2004	Ingeniería Electrónica
17-02-2014	Lic.en Administración y Sistemas
24-02-1997	Ingeniería Industrial
18-02-1992	Ingeniería Electrónica
17-07-2014	Ingeniería Industrial
29-07-2005	Ingeniería Industrial
05-02-2015	Lic.en Administración y Sistemas
01-12-1968	Ingeniería Industrial
07-08-2007	Ingeniería en Petróleo
06-10-2006	Ingeniería Industrial
01-06-1992	Ingeniería Industrial
07-02-2014	Ingeniería Industrial
01-12-1980	Ingeniería Electrónica
27-04-1999	Ingeniería Electrónica
14-08-2001	Ingeniería Industrial
13-07-1999	Ingeniería Industrial
01-12-1968	Ingeniería Electrónica
01-12-1970	Ingeniería Electrónica
19-12-2001	Ingeniería Industrial
14-08-2001	Ingeniería Electrónica
24-06-1998	Ingeniería Industrial
25-06-2003	Ingeniería Electrónica
21-07-2016	Lic.en Administración y Sistemas
21-08-1996	Ingeniería Electrónica
31-07-2015	Ingeniería Mecánica
05-06-2015	Ingeniería en Petróleo
01-03-1970	Ingeniería Industrial
21-07-1999	Ingeniería Electrónica
16-08-1990	Ingeniería Electrónica
13-08-1997	Ingeniería en Petróleo
18-07-2008	Ingeniería en Informática
29-06-1994	Ingeniería Industrial
19-07-1995	Ingeniería Industrial
25-04-2011	Ingeniería Industrial
01-11-1980	Ingeniería Electrónica
31-07-2008	Ingeniería Mecánica
13-10-1989	Ingeniería Industrial
31-03-2016	Lic.en Administración y Sistemas
19-12-2007	Ingeniería en Petróleo
18-02-2009	Lic.en Administración y Sistemas
14-08-2014	Ingeniería Industrial
26-07-2013	Ingeniería Industrial
25-08-2011	Ingeniería Química
05-03-2003	Ingeniería Industrial
17-02-2014	Lic.en Administración y Sistemas
01-05-1976	Ingeniería Electrónica
01-12-1978	Ingeniería Electrónica
19-08-2014	Ingeniería Electrónica
18-07-2012	Ingeniería Industrial
10-03-2014	Ingeniería Mecánica
19-12-2005	Ingeniería en Informática
01-09-2000	Ingeniería Industrial
29-08-1985	Ingeniería Electrónica
09-08-1999	Ingeniería Electrónica
01-03-2010	Ingeniería Industrial
20-09-2005	Ingeniería Industrial
23-07-2004	Ingeniería Electrónica
02-08-1996	Ingeniería Industrial
13-08-2015	Ingeniería Industrial
10-04-1985	Ingeniería Industrial
27-07-2004	Ingeniería Mecánica
21-06-2002	Ingeniería Industrial
18-11-1993	Ingeniería Electrónica
17-02-2014	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
13-11-2013	Ingeniería Industrial
01-12-1971	Ingeniería Electrónica
22-12-1992	Licenciatura en Informática
01-09-1998	Ingeniería Industrial
13-08-2003	Ingeniería Industrial
04-08-1999	Ingeniería Electrónica
08-09-1998	Ingeniería Electrónica
05-08-2003	Ingeniería Industrial
23-07-2015	Ingeniería Industrial
20-06-2011	Ingeniería en Informática
29-08-2013	Ingeniería Industrial
26-06-1996	Ingeniería Industrial
31-12-2001	Ingeniería Industrial
15-08-2008	Ingeniería Electrónica
20-08-2008	Ingeniería Industrial
02-09-1991	Ingeniería Industrial
04-04-1995	Ingeniería Industrial
21-03-1985	Ingeniería Industrial
01-07-1982	Ingeniería Industrial
01-07-1982	Ingeniería Mecánica
31-08-2016	Ingeniería Industrial
03-04-2012	Ingeniería Química
11-12-1990	Ingeniería Industrial
11-12-1991	Ingeniería Química
05-05-1994	Ingeniería Industrial
11-07-2012	Ingeniería Química
01-12-1976	Ingeniería Industrial
19-05-2011	Ingeniería Industrial
10-08-2015	Ingeniería en Petróleo
29-06-2000	Ingeniería Industrial
19-04-2007	Ingeniería en Informática
07-12-2009	Lic.en Administración y Sistemas
23-06-1999	Ingeniería en Informática
22-12-1992	Licenciatura en Informática
28-06-2013	Ingeniería en Informática
01-09-2005	Ingeniería Industrial
03-05-1988	Licenciatura en Análisis de Sistemas
22-05-1991	Ingeniería Naval
01-12-1973	Ingeniería Industrial
26-06-2015	Ingeniería Industrial
26-06-2009	Ingeniería Industrial
13-05-2003	Ingeniería Industrial
22-12-1992	Ingeniería Industrial
07-06-1999	Ingeniería en Informática
01-03-1982	Ingeniería Electrónica
22-07-1993	Ingeniería Industrial
23-12-1993	Ingeniería Electrónica
16-07-1992	Ingeniería Industrial
01-09-1998	Ingeniería Industrial
02-06-2000	Ingeniería Industrial
12-05-2015	Ingeniería Industrial
24-08-1987	Licenciatura en Análisis de Sistemas
12-09-2013	Ingeniería Industrial
14-06-2016	Ingeniería Industrial
06-05-2013	Ingeniería Industrial
26-12-2003	Ingeniería Industrial
16-02-1993	Ingeniería Industrial
01-04-2004	Ingeniería Industrial
05-12-1998	Ingeniería Industrial
06-08-2015	Ingeniería Industrial
31-07-2015	Ingeniería Industrial
21-10-2008	Ingeniería Industrial
31-08-2010	Ingeniería en Informática
07-08-2000	Ingeniería Industrial
26-06-2002	Ingeniería en Informática
22-12-1993	Licenciatura en Informática
18-10-1989	Ingeniería Industrial
01-04-1979	Ingeniería Electrónica
01-12-1970	Licenciatura en Oceanografía
03-04-2013	Ingeniería Química
29-05-1998	Ingeniería Industrial
10-08-1998	Ingeniería Electrónica
20-07-2015	Ingeniería en Petróleo
15-08-1997	Ingeniería Electrónica
25-08-2001	Ingeniería Electrónica
15-05-2006	Ingeniería Industrial
22-07-1996	Ingeniería Industrial
31-07-1996	Ingeniería Industrial
01-03-1966	Ingeniería Electrónica
22-12-2015	Ingeniería Industrial
16-09-2016	Ingeniería Industrial
09-05-2014	Ingeniería Industrial
22-08-2012	Lic.en Administración y Sistemas
10-08-1995	Ingeniería Industrial
25-09-2012	Ingeniería Industrial
01-05-1988	Licenciatura en Oceanografía
20-04-1994	Licenciatura en Oceanografía
25-08-2001	Ingeniería Mecánica
27-07-2004	Ingeniería Industrial
20-08-1997	Ingeniería Industrial
05-06-2009	Ingeniería Mecánica
10-08-2009	Ingeniería Industrial
15-07-2002	Ingeniería Industrial
18-08-2015	Ingeniería Mecánica
05-08-2003	Ingeniería Industrial
14-08-1998	Ingeniería Química
18-08-1992	Ingeniería Industrial
31-05-1979	Licenciatura en Hidrografía
17-08-2000	Ingeniería Química
05-08-2003	Ingeniería Industrial
01-06-1978	Licenciatura en Oceanografía
01-03-1966	Ingeniería Electrónica
20-07-2005	Ingeniería Electrónica
22-04-2003	Ingeniería Electrónica
28-08-2007	Ingeniería Química
29-05-2007	Ingeniería Industrial
08-06-2000	Ingeniería Industrial
07-08-2007	Ingeniería Química
23-12-1991	Ingeniería Industrial
06-09-2007	Ingeniería Industrial
16-04-2002	Ingeniería en Petróleo
20-02-2008	Ingeniería Industrial
30-12-2009	Ingeniería en Petróleo
12-05-1991	Ingeniería Electrónica
20-12-1999	Ingeniería Mecánica
22-12-1993	Licenciatura en Informática
18-08-2006	Ingeniería Mecánica
26-07-2004	Ingeniería Industrial
01-12-1978	Ingeniería Electrónica
16-03-2001	Ingeniería Electrónica
14-08-2014	Ingeniería en Informática
03-05-2016	Ingeniería Industrial
01-08-2012	Ingeniería Industrial
21-12-1995	Ingeniería Química
17-12-1993	Ingeniería Industrial
01-12-1991	Ingeniería Mecánica
16-09-2008	Ingeniería Industrial
31-07-2002	Ingeniería Industrial
17-05-1985	Ingeniería Electrónica
28-09-2009	Ingeniería Química
26-12-1996	Ingeniería Industrial
21-12-2000	Ingeniería Industrial
15-02-1994	Licenciatura en Informática
05-10-1992	Ingeniería Electrónica
01-07-1992	Ingeniería Mecánica
29-09-1992	Ingeniería Industrial
01-09-1985	Licenciatura en Oceanografía
24-05-1985	Ingeniería Industrial
01-10-1987	Licenciatura en Oceanografía
20-02-1991	Ingeniería Industrial
20-12-1996	Ingeniería Industrial
04-07-2012	Ingeniería en Petróleo
02-09-2011	Ingeniería Industrial
04-07-2003	Ingeniería Industrial
18-02-2010	Lic.en Administración y Sistemas
30-08-2007	Ingeniería Industrial
21-12-1999	Ingeniería Mecánica
14-08-2001	Ingeniería Industrial
23-07-1997	Ingeniería Electrónica
19-08-1987	Ingeniería Industrial
24-08-1989	Ingeniería Industrial
21-03-1994	Ingeniería en Petróleo
30-04-2001	Ingeniería en Informática
01-08-1987	Licenciatura en Oceanografía
13-08-1991	Ingeniería Industrial
23-05-1989	Ingeniería Mecánica
19-12-2007	Lic.en Administración y Sistemas
28-08-2001	Ingeniería en Petróleo
23-08-2012	Ingeniería Industrial
19-06-2003	Ingeniería en Informática
12-02-2010	Ingeniería Química
26-04-1994	Ingeniería Electrónica
18-09-2015	Ingeniería Mecánica
22-12-2014	Ingeniería Industrial
15-08-2014	Ingeniería Industrial
06-09-2011	Ingeniería Industrial
17-07-1996	Ingeniería Química
28-08-2012	Ingeniería Industrial
03-03-2010	Ingeniería Química
07-08-2002	Ingeniería Industrial
25-08-2010	Ingeniería Química
01-06-1999	Ingeniería Electrónica
22-09-2009	Licenciatura en Oceanografía
28-10-2005	Ingeniería Mecánica
01-12-1980	Ingeniería Electrónica
06-04-1992	Ingeniería Industrial
20-12-2001	Ingeniería en Informática
25-08-2005	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
28-07-2010	Ingeniería Industrial
25-07-2014	Ingeniería Electrónica
27-07-2011	Ingeniería Mecánica
29-08-2012	Ingeniería en Informática
09-02-2012	Lic.en Administración y Sistemas
22-12-1997	Ingeniería Industrial
18-03-1999	Ingeniería Mecánica
13-07-2001	Ingeniería Química
06-04-1998	Ingeniería Industrial
22-12-1992	Ingeniería Electrónica
01-12-1978	Ingeniería Industrial
01-03-1983	Ingeniería Naval
05-08-1991	Ingeniería Naval
29-08-1985	Ingeniería Electrónica
27-05-1992	Ingeniería Electrónica
06-05-1985	Ingeniería Química
04-05-1993	Ingeniería Electrónica
18-07-2001	Ingeniería Electrónica
04-08-2016	Ingeniería Electrónica
25-04-2008	Ingeniería Química
01-09-1984	Ingeniería Electrónica
05-09-2006	Ingeniería Industrial
25-08-2005	Ingeniería Industrial
22-12-2008	Ingeniería en Petróleo
11-07-2014	Ingeniería Industrial
20-03-2015	Ingeniería en Informática
17-04-1986	Ingeniería Mecánica
01-05-1982	Ingeniería Industrial
26-04-1994	Ingeniería Electrónica
01-07-1984	Ingeniería Naval
04-07-2003	Ingeniería Industrial
23-12-1980	Ingeniería Electrónica
03-08-2001	Ingeniería Electrónica
15-08-2009	Ingeniería Industrial
15-04-1998	Ingeniería en Petróleo
11-12-2015	Lic.en Administración y Sistemas
07-03-1995	Ingeniería Industrial
26-05-2010	Lic.en Administración y Sistemas
08-06-2015	Ingeniería Industrial
16-07-2012	Ingeniería Industrial
20-08-1998	Ingeniería Industrial
16-06-1993	Ingeniería Industrial
25-03-1991	Ingeniería Industrial
07-08-2007	Ingeniería Electrónica
30-08-2010	Ingeniería en Informática
05-03-1996	Ingeniería en Petróleo
06-08-1997	Ingeniería Electrónica
02-12-1987	Licenciatura en Análisis de Sistemas
27-08-2012	Ingeniería en Informática
27-08-2012	Ingeniería en Informática
21-12-2009	Ingeniería Industrial
21-05-2010	Ingeniería Industrial
02-06-2014	Ingeniería Química
21-07-2014	Ingeniería Química
13-04-2011	Ingeniería en Petróleo
18-12-2014	Ingeniería Industrial
17-12-1992	Ingeniería Industrial
12-02-1990	Ingeniería Industrial
16-12-2015	Lic.en Administración y Sistemas
23-06-2016	Ingeniería Industrial
01-08-1969	Ingeniería Industrial
04-08-1998	Ingeniería Industrial
27-03-2008	Lic.en Administración y Sistemas
24-07-1992	Ingeniería Electrónica
22-12-2015	Ingeniería Química
31-12-1989	Ingeniería Industrial
18-12-1989	Ingeniería Mecánica
20-12-1989	Ingeniería Electrónica
07-07-2014	Ingeniería Mecánica
01-09-2000	Ingeniería Industrial
07-08-2007	Ingeniería en Petróleo
22-09-2005	Ingeniería Industrial
17-02-1993	Licenciatura en Informática
21-12-1994	Ingeniería Química
01-05-1982	Ingeniería Industrial
24-07-1992	Ingeniería Electrónica
14-08-2015	Ingeniería Industrial
23-11-2011	Ingeniería Industrial
29-06-1994	Ingeniería Industrial
19-06-2015	Ingeniería Industrial
07-08-2012	Ingeniería Química
16-07-1992	Ingeniería Electrónica
02-06-2005	Ingeniería Industrial
18-07-2014	Ingeniería Mecánica
22-09-2014	Ingeniería Industrial
06-08-2015	Ingeniería Industrial
01-04-1974	Licenciatura en Oceanografía
17-07-1992	Licenciatura en Informática
26-05-2010	Lic.en Administración y Sistemas
18-12-1996	Ingeniería Industrial
25-10-2004	Ingeniería Industrial
21-05-2008	Ingeniería Industrial
10-03-1992	Licenciatura en Análisis de Sistemas
24-07-1996	Ingeniería Electrónica
14-08-2001	Ingeniería Industrial
22-12-1993	Ingeniería Electrónica
03-03-2015	Ingeniería en Petróleo
10-08-1998	Ingeniería Electrónica
16-05-1996	Ingeniería Industrial
18-12-2012	Ingeniería Industrial
01-07-2010	Ingeniería Industrial
26-04-1995	Licenciatura en Oceanografía
03-03-2010	Lic.en Administración y Sistemas
02-05-1996	Ingeniería Mecánica
04-08-2004	Ingeniería Industrial
02-12-1987	Licenciatura en Análisis de Sistemas
20-12-2011	Lic.en Administración y Sistemas
19-02-2016	Lic.en Administración y Sistemas
16-12-2002	Ingeniería en Informática
05-08-2014	Ingeniería Mecánica
18-08-2015	Ingeniería Mecánica
01-05-1976	Ingeniería Electrónica
15-07-2002	Ingeniería Industrial
01-12-1968	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
03-03-2000	Ingeniería en Informática
13-03-2009	Ingeniería Electrónica
27-07-2004	Ingeniería en Informática
22-12-2015	Ingeniería Química
07-08-2000	Ingeniería Industrial
13-02-2004	Ingeniería Electrónica
18-12-2013	Ingeniería en Petróleo
27-08-2012	Ingeniería Naval
27-12-1985	Ingeniería Mecánica
01-08-2016	Lic.en Administración y Sistemas
20-12-2004	Ingeniería Industrial
21-07-2003	Ingeniería Electrónica
22-12-1992	Licenciatura en Informática
20-12-2001	Ingeniería Electrónica
19-12-2012	Ingeniería Industrial
09-02-1989	Ingeniería Mecánica
22-07-1992	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
09-04-2015	Ingeniería Industrial
31-08-2011	Ingeniería Mecánica
24-05-2012	Ingeniería Industrial
21-12-1994	Ingeniería Industrial
06-07-2001	Ingeniería Industrial
19-12-2007	Lic.en Administración y Sistemas
28-08-2012	Ingeniería Industrial
17-12-2005	Ingeniería en Informática
03-07-2012	Ingeniería Industrial
10-03-1992	Licenciatura en Análisis de Sistemas
12-02-2016	Ingeniería Industrial
19-10-2009	Ingeniería Industrial
15-02-2012	Lic.en Administración y Sistemas
23-04-1990	Ingeniería Electrónica
24-06-1994	Ingeniería Electrónica
01-12-1970	Ingeniería Electrónica
03-04-2013	Ingeniería Electrónica
06-10-1987	Licenciatura en Análisis de Sistemas
28-12-1990	Licenciatura en Oceanografía
18-12-2014	Lic.en Administración y Sistemas
17-12-2003	Ingeniería Industrial
01-07-1971	Ingeniería Industrial
15-08-2009	Ingeniería Electrónica
10-05-2001	Ingeniería Industrial
13-08-2003	Ingeniería Industrial
27-06-1997	Ingeniería Química
29-12-1975	Licenciatura en Hidrografía
19-06-2002	Ingeniería Industrial
13-08-2013	Ingeniería Industrial
26-03-2014	Ingeniería Mecánica
01-12-1971	Ingeniería Industrial
05-09-2012	Ingeniería Mecánica
26-02-2014	Ingeniería Industrial
18-05-2009	Ingeniería Industrial
11-08-2016	Ingeniería Industrial
01-12-1976	Ingeniería Industrial
03-08-2000	Ingeniería Industrial
02-05-1996	Ingeniería Industrial
01-12-1968	Ingeniería Industrial
01-03-1984	Ingeniería Industrial
21-08-1998	Ingeniería Industrial
31-07-1996	Ingeniería Industrial
21-08-2009	Ingeniería Química
04-07-2007	Ingeniería en Informática
28-08-2013	Ingeniería Industrial
22-02-2011	Ingeniería Química
15-08-1997	Ingeniería Electrónica
26-12-2007	Ingeniería Electrónica
13-08-2012	Ingeniería Industrial
23-12-1996	Ingeniería Industrial
20-06-1995	Ingeniería Química
02-09-2005	Ingeniería Industrial
15-07-1985	Ingeniería Electrónica
24-08-2007	Ingeniería Industrial
08-07-1997	Ingeniería Química
30-07-2015	Ingeniería en Informática
22-07-1995	Ingeniería Industrial
30-03-1985	Ingeniería Eléctrica
20-02-2002	Ingeniería Química
01-09-2009	Ingeniería Electrónica
10-06-1994	Ingeniería Electrónica
01-12-2014	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
24-07-1998	Ingeniería Mecánica
01-06-1982	Ingeniería Mecánica
12-04-2010	Ingeniería en Petróleo
01-12-1970	Ingeniería Electrónica
21-07-1995	Ingeniería Electrónica
14-05-2004	Ingeniería Industrial
16-12-2011	Ingeniería en Informática
22-12-1992	Ingeniería Industrial
18-08-2015	Ingeniería en Petróleo
01-03-1982	Ingeniería Naval
28-08-2012	Ingeniería Industrial
19-12-2007	Lic.en Administración y Sistemas
17-04-2000	Ingeniería Industrial
18-02-2010	Ingeniería en Petróleo
18-07-2013	Ingeniería Industrial
16-12-2015	Lic.en Administración y Sistemas
16-12-2003	Ingeniería Industrial
08-08-2014	Ingeniería Química
23-07-2014	Ingeniería Mecánica
01-12-1976	Ingeniería Electrónica
16-03-1992	Ingeniería Electrónica
07-08-2002	Ingeniería Electrónica
26-06-2007	Ingeniería Electrónica
20-12-2013	Lic.en Administración y Sistemas
20-05-1985	Ingeniería Industrial
26-06-2001	Ingeniería en Informática
22-07-1995	Ingeniería Industrial
01-12-1980	Ingeniería Industrial
01-12-1980	Ingeniería Química
24-04-2014	Ingeniería Industrial
01-09-1969	Ingeniería Industrial
06-12-2002	Ingeniería Industrial
26-07-1985	Ingeniería Química
07-07-1989	Ingeniería Industrial
15-05-1995	Ingeniería Industrial
24-07-2000	Ingeniería Electrónica
25-07-2003	Ingeniería Electrónica
03-09-2007	Ingeniería en Petróleo
21-06-2006	Ingeniería Electrónica
15-08-1997	Ingeniería Electrónica
26-12-1992	Ingeniería Electrónica
30-06-2000	Ingeniería Industrial
22-12-1993	Licenciatura en Informática
18-09-2008	Ingeniería en Informática
31-12-2001	Ingeniería en Petróleo
11-04-1994	Ingeniería Electrónica
26-10-2011	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
01-04-1976	Ingeniería Industrial
24-05-1994	Ingeniería Industrial
28-08-2009	Ingeniería Industrial
03-07-1997	Ingeniería Industrial
01-07-1984	Ingeniería en Armas
04-04-2002	Ingeniería Industrial
28-08-2009	Ingeniería Electrónica
03-08-2001	Ingeniería Electrónica
22-07-1992	Ingeniería Naval
01-02-1995	Ingeniería Mecánica
06-06-2014	Ingeniería Industrial
14-08-2015	Ingeniería Industrial
24-04-1989	Ingeniería Industrial
16-09-2008	Ingeniería Industrial
13-06-2014	Ingeniería Industrial
07-10-1986	Ingeniería Industrial
